        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
     39100               7.008             0.00000             2.77850          -421.49893          -418.72043                 783
     39200               7.902             0.00000             3.13256          -421.85909          -418.72653                 785
     39300               8.277             0.00000             3.28149          -421.42484          -418.14335                 787
     39400               7.595             0.00000             3.01100          -421.67915          -418.66814                 789
     39500               7.775             0.00000             3.08237          -421.58867          -418.50630                 791
     39600               8.819             0.00000             3.49624          -422.53323          -419.03699                 793
     39700               7.748             0.00000             3.07167          -422.15181          -419.08014                 795
     39800               8.504             0.00000             3.37147          -422.13541          -418.76395                 797
     39900               8.555             0.00000             3.39147          -421.98306          -418.59159                 799
     40000               8.281             0.00000             3.28315          -421.74608          -418.46293                 801
     40100               9.496             0.00000             3.76476          -422.04672          -418.28197                 803
     40200               7.520             0.00000             2.98144          -421.41505          -418.43361                 805
     40300               8.709             0.00000             3.45251          -421.98185          -418.52933                 807
     40400               8.849             0.00000             3.50830          -422.19501          -418.68671                 809
     40500               8.293             0.00000             3.28758          -421.90279          -418.61522                 811
     40600               7.785             0.00000             3.08652          -421.42017          -418.33366                 813
     40700               7.472             0.00000             2.96221          -421.67486          -418.71265                 815
     40800               9.445             0.00000             3.74451          -422.45623          -418.71171                 817
     40900               9.913             0.00000             3.93006          -422.55929          -418.62922                 819
     41000               8.131             0.00000             3.22368          -421.72288          -418.49920                 821
     41100               8.371             0.00000             3.31869          -421.54355          -418.22486                 823
     41200               8.802             0.00000             3.48953          -421.83774          -418.34821                 825
     41300               7.971             0.00000             3.16010          -421.77296          -418.61286                 827
     41400               9.366             0.00000             3.71318          -422.10232          -418.38914                 829
     41500               7.515             0.00000             2.97943          -421.78346          -418.80403                 831
     41600               9.609             0.00000             3.80948          -422.77541          -418.96592                 833
     41700               8.163             0.00000             3.23612          -422.29986          -419.06374                 835
     41800               7.233             0.00000             2.86767          -421.41072          -418.54306                 837
