        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       322              50.000             0.00000            19.82239          -401.30508          -381.48270                   -
       323              50.000             0.00000            19.82239          -401.62163          -381.79924                   -
       324              50.000             0.00000            19.82239          -401.75558          -381.93319                   -
       325              50.000             0.00000            19.82239          -401.65015          -381.82777                  66
       326              50.000             0.00000            19.82239          -401.32905          -381.50666                   -
       327              50.000             0.00000            19.82239          -400.93464          -381.11226                   -
       328              50.000             0.00000            19.82239          -400.65347          -380.83108                   -
       329              50.000             0.00000            19.82239          -400.57573          -380.75334                   -
       330              50.000             0.00000            19.82239          -400.63847          -380.81608                  67
       331              50.000             0.00000            19.82239          -400.72429          -380.90191                   -
       332              50.000             0.00000            19.82239          -400.79282          -380.97044                   -
       333              50.000             0.00000            19.82239          -400.88376          -381.06137                   -
       334              50.000             0.00000            19.82239          -401.00615          -381.18377                   -
       335              50.000             0.00000            19.82239          -401.07970          -381.25731                  68
       336              50.000             0.00000            19.82239          -401.02335          -381.20096                   -
       337              50.000             0.00000            19.82239          -400.88147          -381.05909                   -
       338              50.000             0.00000            19.82239          -400.81517          -380.99278                   -
       339              50.000             0.00000            19.82239          -400.94747          -381.12508                   -
       340              50.000             0.00000            19.82239          -401.23852          -381.41614                  69
       341              50.000             0.00000            19.82239          -401.54448          -381.72209                   -
       342              50.000             0.00000            19.82239          -401.78136          -381.95898                   -
