        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.             E_ia(# 0)             E_ia(# 1)             E_ia(# 2)             E_ia(# 3)             E_ia(# 4)             E_ia(# 5)
       606             300.000             0.00000            11.62516            10.08385            21.70901                   -             0.00000             0.00000             0.00000             1.11559             0.00000             0.58028
       607             300.000             0.00000            11.62516            10.06250            21.68766                   -             0.00000             0.00000             0.00000             1.10135             0.00000             0.57875
       608             300.000             0.00000            11.62516             9.96387            21.58903                   -             0.00000             0.00000             0.00000             1.08963             0.00000             0.57871
       609             300.000             0.00000            11.62516             9.84652            21.47168                   -             0.00000             0.00000             0.00000             1.07960             0.00000             0.58139
       610             300.000             0.00000            11.62516             9.85705            21.48221                   -             0.00000             0.00000             0.00000             1.07076             0.00000             0.58749
       611             300.000             0.00000            11.62516            10.10775            21.73291                   -             0.00000             0.00000             0.00000             1.06288             0.00000             0.59703
       612             300.000             0.00000            11.62516            10.57035            22.19550                   -             0.00000             0.00000             0.00000             1.05615             0.00000             0.60941
       613             300.000             0.00000            11.62516            11.08042            22.70558                   -             0.00000             0.00000             0.00000             1.05105             0.00000             0.62335
       614             300.000             0.00000            11.62516            11.45272            23.07788                   -             0.00000             0.00000             0.00000             1.04825             0.00000             0.63689
       615             300.000             0.00000            11.62516            11.61850            23.24366                   -             0.00000             0.00000             0.00000             1.04839             0.00000             0.64788
       616             300.000             0.00000            11.62516            11.65293            23.27809                   -             0.00000             0.00000             0.00000             1.05176             0.00000             0.65483
       617             300.000             0.00000            11.62516            11.66313            23.28829                   -             0.00000             0.00000             0.00000             1.05816             0.00000             0.65765
       618             300.000             0.00000            11.62516            11.68209            23.30725                   -             0.00000             0.00000             0.00000             1.06690             0.00000             0.65773
       619             300.000             0.00000            11.62516            11.70200            23.32716                   -             0.00000             0.00000             0.00000             1.07691             0.00000             0.65733
       620             300.000             0.00000            11.62516            11.78621            23.41137                   -             0.00000             0.00000             0.00000             1.08693             0.00000             0.65868
       621             300.000             0.00000            11.62516            12.08619            23.71135                   -             0.00000             0.00000             0.00000             1.09587             0.00000             0.66337
       622             300.000             0.00000            11.62516            12.71514            24.34030                   -             0.00000             0.00000             0.00000             1.10316             0.00000             0.67202
       623             300.000             0.00000            11.62516            13.62547            25.25063                   -             0.00000             0.00000             0.00000             1.10882             0.00000             0.68420
       624             300.000             0.00000            11.62516            14.63163            26.25679                   -             0.00000             0.00000             0.00000             1.11341             0.00000             0.69838
       625             300.000             0.00000            11.62516            15.54912            27.17428                   -             0.00000             0.00000             0.00000             1.11783             0.00000             0.71187
       626             300.000             0.00000            11.62516            16.29298            27.91814                   -             0.00000             0.00000             0.00000             1.12292             0.00000             0.72143
       627             300.000             0.00000            11.62516            16.83542            28.46057                   -             0.00000             0.00000             0.00000             1.12895             0.00000             0.72441
       628             300.000             0.00000            11.62516            17.12569            28.75085                   -             0.00000             0.00000             0.00000             1.13539             0.00000             0.72013
       629             300.000             0.00000            11.62516            17.12705            28.75221                   -             0.00000             0.00000             0.00000             1.14100             0.00000             0.71048
       630             300.000             0.00000            11.62516            16.92097            28.54613                   -             0.00000             0.00000             0.00000             1.14450             0.00000             0.69900
       631             300.000             0.00000            11.62516            16.69270            28.31786                   -             0.00000             0.00000             0.00000             1.14535             0.00000             0.68926
       632             300.000             0.00000            11.62516            16.58155            28.20671                   -             0.00000             0.00000             0.00000             1.14393             0.00000             0.68352
       633             300.000             0.00000            11.62516            16.58934            28.21450                   -             0.00000             0.00000             0.00000             1.14121             0.00000             0.68235
       634             300.000             0.00000            11.62516            16.66722            28.29238                   -             0.00000             0.00000             0.00000             1.13826             0.00000             0.68486
       635             300.000             0.00000            11.62516            16.86859            28.49375                   -             0.00000             0.00000             0.00000             1.13610             0.00000             0.68897
       636             300.000             0.00000            11.62516            17.35423            28.97939                   -             0.00000             0.00000             0.00000             1.13558             0.00000             0.69186
       637             300.000             0.00000            11.62516            18.20965            29.83481                   -             0.00000             0.00000             0.00000             1.13733             0.00000             0.69082
       638             300.000             0.00000            11.62516            19.27704            30.90220                   -             0.00000             0.00000             0.00000             1.14155             0.00000             0.68409
       639             300.000             0.00000            11.62516            20.19822            31.82338                   -             0.00000             0.00000             0.00000             1.14780             0.00000             0.67172
       640             300.000             0.00000            11.62516            20.67710            32.30226                   -             0.00000             0.00000             0.00000             1.15473             0.00000             0.65584
       641             300.000             0.00000            11.62516            20.73819            32.36335                   -             0.00000             0.00000             0.00000             1.16031             0.00000             0.63981
       642             300.000             0.00000            11.62516            20.66274            32.28789                   -             0.00000             0.00000             0.00000             1.16257             0.00000             0.62659
       643             300.000             0.00000            11.62516            20.64339            32.26855                   -             0.00000             0.00000             0.00000             1.16033             0.00000             0.61771
       644             300.000             0.00000            11.62516            20.57145            32.19661                   -             0.00000             0.00000             0.00000             1.15358             0.00000             0.61341
       645             300.000             0.00000            11.62516            20.20101            31.82616                   -             0.00000             0.00000             0.00000             1.14357             0.00000             0.61297
       646             300.000             0.00000            11.62516            19.53424            31.15940                   -             0.00000             0.00000             0.00000             1.13259             0.00000             0.61495
       647             300.000             0.00000            11.62516            18.98141            30.60657                   -             0.00000             0.00000             0.00000             1.12317             0.00000             0.61750
       648             300.000             0.00000            11.62516            19.04917            30.67433                   -             0.00000             0.00000             0.00000             1.11712             0.00000             0.61890
       649             300.000             0.00000            11.62516            19.90270            31.52786                   -             0.00000             0.00000             0.00000             1.11526             0.00000             0.61798
       650             300.000             0.00000            11.62516            21.22166            32.84682                   -             0.00000             0.00000             0.00000             1.11747             0.00000             0.61445
       651             300.000             0.00000            11.62516            22.41870            34.04386                   -             0.00000             0.00000             0.00000             1.12279             0.00000             0.60908
       652             300.000             0.00000            11.62516            23.08439            34.70955                   -             0.00000             0.00000             0.00000             1.12925             0.00000             0.60364
       653             300.000             0.00000            11.62516            23.27032            34.89548                   -             0.00000             0.00000             0.00000             1.13435             0.00000             0.60030
       654             300.000             0.00000            11.62516            23.21581            34.84096                   -             0.00000             0.00000             0.00000             1.13605             0.00000             0.60081
       655             300.000             0.00000            11.62516            22.88749            34.51265                   -             0.00000             0.00000             0.00000             1.13365             0.00000             0.60621
       656             300.000             0.00000            11.62516            21.99783            33.62299                   -             0.00000             0.00000             0.00000             1.12798             0.00000             0.61684
       657             300.000             0.00000            11.62516            20.49023            32.11539                   -             0.00000             0.00000             0.00000             1.12103             0.00000             0.63216
       658             300.000             0.00000            11.62516            18.82688            30.45204                   -             0.00000             0.00000             0.00000             1.11491             0.00000             0.65056
       659             300.000             0.00000            11.62516            17.63627            29.26142                   -             0.00000             0.00000             0.00000             1.11075             0.00000             0.66981
       660             300.000             0.00000            11.62516            17.19127            28.81643                   -             0.00000             0.00000             0.00000             1.10834             0.00000             0.68763
       661             300.000             0.00000            11.62516            17.29246            28.91762                   -             0.00000             0.00000             0.00000             1.10634             0.00000             0.70227
       662             300.000             0.00000            11.62516            17.55932            29.18448                   -             0.00000             0.00000             0.00000             1.10285             0.00000             0.71284
       663             300.000             0.00000            11.62516            17.83626            29.46142                   -             0.00000             0.00000             0.00000             1.09633             0.00000             0.71982
       664             300.000             0.00000            11.62516            18.32065            29.94581                   -             0.00000             0.00000             0.00000             1.08647             0.00000             0.72508
       665             300.000             0.00000            11.62516            19.24282            30.86798                   -             0.00000             0.00000             0.00000             1.07415             0.00000             0.73122
       666             300.000             0.00000            11.62516            20.46634            32.09150                   -             0.00000             0.00000             0.00000             1.06080             0.00000             0.74080
       667             300.000             0.00000            11.62516            21.45240            33.07755                   -             0.00000             0.00000             0.00000             1.04803             0.00000             0.75572
       668             300.000             0.00000            11.62516            21.68675            33.31190                   -             0.00000             0.00000             0.00000             1.03754             0.00000             0.77648
       669             300.000             0.00000            11.62516            21.21516            32.84032                   -             0.00000             0.00000             0.00000             1.03101             0.00000             0.80134
       670             300.000             0.00000            11.62516            20.57148            32.19664                   -             0.00000             0.00000             0.00000             1.02963             0.00000             0.82638
       671             300.000             0.00000            11.62516            20.13006            31.75522                   -             0.00000             0.00000             0.00000             1.03398             0.00000             0.84663
       672             300.000             0.00000            11.62516            19.74069            31.36584                   -             0.00000             0.00000             0.00000             1.04415             0.00000             0.85730
       673             300.000             0.00000            11.62516            18.98992            30.61508                   -             0.00000             0.00000             0.00000             1.05962             0.00000             0.85538
       674             300.000             0.00000            11.62516            17.75770            29.38286                   -             0.00000             0.00000             0.00000             1.07906             0.00000             0.84137
       675             300.000             0.00000            11.62516            16.44544            28.07060                   -             0.00000             0.00000             0.00000             1.10046             0.00000             0.81925
       676             300.000             0.00000            11.62516            15.58889            27.21405                   -             0.00000             0.00000             0.00000             1.12183             0.00000             0.79391
       677             300.000             0.00000            11.62516            15.37484            27.00000                   -             0.00000             0.00000             0.00000             1.14156             0.00000             0.76872
       678             300.000             0.00000            11.62516            15.56601            27.19117                   -             0.00000             0.00000             0.00000             1.15836             0.00000             0.74509
       679             300.000             0.00000            11.62516            15.78680            27.41196                   -             0.00000             0.00000             0.00000             1.17113             0.00000             0.72301
       680             300.000             0.00000            11.62516            15.87092            27.49608                   -             0.00000             0.00000             0.00000             1.17937             0.00000             0.70173
       681             300.000             0.00000            11.62516            15.93483            27.55999                   -             0.00000             0.00000             0.00000             1.18360             0.00000             0.68038
       682             300.000             0.00000            11.62516            16.11587            27.74103                   -             0.00000             0.00000             0.00000             1.18495             0.00000             0.65846
       683             300.000             0.00000            11.62516            16.33832            27.96348                   -             0.00000             0.00000             0.00000             1.18413             0.00000             0.63630
       684             300.000             0.00000            11.62516            16.40381            28.02897                   -             0.00000             0.00000             0.00000             1.18088             0.00000             0.61506
       685             300.000             0.00000            11.62516            16.28619            27.91135                   -             0.00000             0.00000             0.00000             1.17423             0.00000             0.59635
       686             300.000             0.00000            11.62516            16.24791            27.87307                   -             0.00000             0.00000             0.00000             1.16351             0.00000             0.58140
       687             300.000             0.00000            11.62516            16.59200            28.21715                   -             0.00000             0.00000             0.00000             1.14882             0.00000             0.57072
       688             300.000             0.00000            11.62516            17.33419            28.95935                   -             0.00000             0.00000             0.00000             1.13100             0.00000             0.56427
       689             300.000             0.00000            11.62516            18.13890            29.76406                   -             0.00000             0.00000             0.00000             1.11145             0.00000             0.56181
       690             300.000             0.00000            11.62516            18.56970            30.19486                   -             0.00000             0.00000             0.00000             1.09229             0.00000             0.56305
       691             300.000             0.00000            11.62516            18.44690            30.07206                   -             0.00000             0.00000             0.00000             1.07612             0.00000             0.56760
       692             300.000             0.00000            11.62516            17.93793            29.56309                   -             0.00000             0.00000             0.00000             1.06524             0.00000             0.57491
       693             300.000             0.00000            11.62516            17.27823            28.90339                   -             0.00000             0.00000             0.00000             1.06084             0.00000             0.58440
       694             300.000             0.00000            11.62516            16.52348            28.14864                   -             0.00000             0.00000             0.00000             1.06295             0.00000             0.59551
       695             300.000             0.00000            11.62516            15.62362            27.24878                   -             0.00000             0.00000             0.00000             1.07063             0.00000             0.60777
       696             300.000             0.00000            11.62516            14.65028            26.27544                   -             0.00000             0.00000             0.00000             1.08213             0.00000             0.62081
       697             300.000             0.00000            11.62516            13.84831            25.47347                   -             0.00000             0.00000             0.00000             1.09522             0.00000             0.63451
       698             300.000             0.00000            11.62516            13.43400            25.05916                   -             0.00000             0.00000             0.00000             1.10772             0.00000             0.64902
       699             300.000             0.00000            11.62516            13.38702            25.01218                   -             0.00000             0.00000             0.00000             1.11811             0.00000             0.66462
       700             300.000             0.00000            11.62516            13.46625            25.09141                   8             0.00000             0.00000             0.00000             1.12582             0.00000             0.68123
       701             300.000             0.00000            11.62516            13.44094            25.06610                   -             0.00000             0.00000             0.00000             1.13145             0.00000             0.69789
       702             300.000             0.00000            11.62516            13.31601            24.94117                   -             0.00000             0.00000             0.00000             1.13646             0.00000             0.71249
       703             300.000             0.00000            11.62516            13.29128            24.91644                   -             0.00000             0.00000             0.00000             1.14239             0.00000             0.72212
       704             300.000             0.00000            11.62516            13.49339            25.11855                   -             0.00000             0.00000             0.00000             1.14985             0.00000             0.72411
       705             300.000             0.00000            11.62516            13.81004            25.43520                   -             0.00000             0.00000             0.00000             1.15789             0.00000             0.71709
       706             300.000             0.00000            11.62516            14.01656            25.64172                   -             0.00000             0.00000             0.00000             1.16406             0.00000             0.70196
       707             300.000             0.00000            11.62516            14.05318            25.67834                   -             0.00000             0.00000             0.00000             1.16553             0.00000             0.68182
       708             300.000             0.00000            11.62516            14.11441            25.73956                   -             0.00000             0.00000             0.00000             1.16091             0.00000             0.66073
       709             300.000             0.00000            11.62516            14.40226            26.02742                   -             0.00000             0.00000             0.00000             1.15096             0.00000             0.64192
       710             300.000             0.00000            11.62516            14.83012            26.45528                   -             0.00000             0.00000             0.00000             1.13766             0.00000             0.62721
       711             300.000             0.00000            11.62516            15.02274            26.64790                   -             0.00000             0.00000             0.00000             1.12317             0.00000             0.61726
       712             300.000             0.00000            11.62516            14.64981            26.27497                   -             0.00000             0.00000             0.00000             1.10944             0.00000             0.61195
       713             300.000             0.00000            11.62516            13.77041            25.39557                   -             0.00000             0.00000             0.00000             1.09820             0.00000             0.61060
       714             300.000             0.00000            11.62516            12.75406            24.37921                   -             0.00000             0.00000             0.00000             1.09083             0.00000             0.61203
       715             300.000             0.00000            11.62516            11.88017            23.50533                   -             0.00000             0.00000             0.00000             1.08813             0.00000             0.61497
       716             300.000             0.00000            11.62516            11.13636            22.76152                   -             0.00000             0.00000             0.00000             1.09028             0.00000             0.61824
       717             300.000             0.00000            11.62516            10.38738            22.01254                   -             0.00000             0.00000             0.00000             1.09679             0.00000             0.62095
       718             300.000             0.00000            11.62516             9.65768            21.28284                   -             0.00000             0.00000             0.00000             1.10654             0.00000             0.62265
       719             300.000             0.00000            11.62516             9.18579            20.81095                   -             0.00000             0.00000             0.00000             1.11801             0.00000             0.62340
       720             300.000             0.00000            11.62516             9.18707            20.81223                   -             0.00000             0.00000             0.00000             1.12963             0.00000             0.62355
       721             300.000             0.00000            11.62516             9.60705            21.23221                   -             0.00000             0.00000             0.00000             1.14001             0.00000             0.62348
       722             300.000             0.00000            11.62516            10.12314            21.74830                   -             0.00000             0.00000             0.00000             1.14792             0.00000             0.62329
       723             300.000             0.00000            11.62516            10.40283            22.02799                   -             0.00000             0.00000             0.00000             1.15267             0.00000             0.62267
       724             300.000             0.00000            11.62516            10.39465            22.01981                   -             0.00000             0.00000             0.00000             1.15470             0.00000             0.62089
       725             300.000             0.00000            11.62516            10.31859            21.94375                   -             0.00000             0.00000             0.00000             1.15578             0.00000             0.61707
       726             300.000             0.00000            11.62516            10.34659            21.97175                   -             0.00000             0.00000             0.00000             1.15797             0.00000             0.61056
       727             300.000             0.00000            11.62516            10.37764            22.00280                   -             0.00000             0.00000             0.00000             1.16239             0.00000             0.60130
       728             300.000             0.00000            11.62516            10.16935            21.79451                   -             0.00000             0.00000             0.00000             1.16859             0.00000             0.59000
       729             300.000             0.00000            11.62516             9.67133            21.29649                   -             0.00000             0.00000             0.00000             1.17473             0.00000             0.57801
       730             300.000             0.00000            11.62516             9.15648            20.78164                   -             0.00000             0.00000             0.00000             1.17866             0.00000             0.56677
       731             300.000             0.00000            11.62516             8.96023            20.58539                   -             0.00000             0.00000             0.00000             1.17904             0.00000             0.55727
       732             300.000             0.00000            11.62516             9.14451            20.76967                   -             0.00000             0.00000             0.00000             1.17585             0.00000             0.54991
       733             300.000             0.00000            11.62516             9.44943            21.07459                   -             0.00000             0.00000             0.00000             1.17019             0.00000             0.54475
       734             300.000             0.00000            11.62516             9.55502            21.18018                   -             0.00000             0.00000             0.00000             1.16379             0.00000             0.54163
       735             300.000             0.00000            11.62516             9.40347            21.02863                   -             0.00000             0.00000             0.00000             1.15861             0.00000             0.54028
       736             300.000             0.00000            11.62516             9.22688            20.85204                   -             0.00000             0.00000             0.00000             1.15644             0.00000             0.54032
       737             300.000             0.00000            11.62516             9.23545            20.86061                   -             0.00000             0.00000             0.00000             1.15852             0.00000             0.54137
       738             300.000             0.00000            11.62516             9.35555            20.98071                   -             0.00000             0.00000             0.00000             1.16532             0.00000             0.54320
       739             300.000             0.00000            11.62516             9.31030            20.93546                   -             0.00000             0.00000             0.00000             1.17629             0.00000             0.54576
       740             300.000             0.00000            11.62516             8.95175            20.57690                   -             0.00000             0.00000             0.00000             1.18960             0.00000             0.54919
       741             300.000             0.00000            11.62516             8.47579            20.10095                   -             0.00000             0.00000             0.00000             1.20247             0.00000             0.55379
       742             300.000             0.00000            11.62516             8.23367            19.85883                   -             0.00000             0.00000             0.00000             1.21205             0.00000             0.55990
       743             300.000             0.00000            11.62516             8.36220            19.98736                   -             0.00000             0.00000             0.00000             1.21624             0.00000             0.56790
       744             300.000             0.00000            11.62516             8.65686            20.28201                   -             0.00000             0.00000             0.00000             1.21405             0.00000             0.57801
       745             300.000             0.00000            11.62516             8.79940            20.42455                   -             0.00000             0.00000             0.00000             1.20595             0.00000             0.59004
       746             300.000             0.00000            11.62516             8.71908            20.34424                   -             0.00000             0.00000             0.00000             1.19397             0.00000             0.60312
       747             300.000             0.00000            11.62516             8.68421            20.30937                   -             0.00000             0.00000             0.00000             1.18116             0.00000             0.61552
       748             300.000             0.00000            11.62516             8.97875            20.60390                   -             0.00000             0.00000             0.00000             1.17039             0.00000             0.62513
       749             300.000             0.00000            11.62516             9.55376            21.17892                   -             0.00000             0.00000             0.00000             1.16353             0.00000             0.62998
       750             300.000             0.00000            11.62516            10.03923            21.66439                   -             0.00000             0.00000             0.00000             1.16133             0.00000             0.62896
       751             300.000             0.00000            11.62516            10.10736            21.73252                   -             0.00000             0.00000             0.00000             1.16349             0.00000             0.62249
       752             300.000             0.00000            11.62516             9.82673            21.45189                   -             0.00000             0.00000             0.00000             1.16895             0.00000             0.61254
       753             300.000             0.00000            11.62516             9.55596            21.18112                   -             0.00000             0.00000             0.00000             1.17651             0.00000             0.60152
       754             300.000             0.00000            11.62516             9.49691            21.12207                   -             0.00000             0.00000             0.00000             1.18539             0.00000             0.59114
       755             300.000             0.00000            11.62516             9.48047            21.10563                   -             0.00000             0.00000             0.00000             1.19544             0.00000             0.58216
       756             300.000             0.00000            11.62516             9.20127            20.82643                   -             0.00000             0.00000             0.00000             1.20694             0.00000             0.57462
       757             300.000             0.00000            11.62516             8.62855            20.25371                   -             0.00000             0.00000             0.00000             1.22072             0.00000             0.56820
       758             300.000             0.00000            11.62516             8.10999            19.73515                   -             0.00000             0.00000             0.00000             1.23844             0.00000             0.56239
       759             300.000             0.00000            11.62516             8.02554            19.65070                   -             0.00000             0.00000             0.00000             1.26281             0.00000             0.55676
       760             300.000             0.00000            11.62516             8.42442            20.04957                   -             0.00000             0.00000             0.00000             1.29746             0.00000             0.55108
       761             300.000             0.00000            11.62516             9.01240            20.63756                   -             0.00000             0.00000             0.00000             1.34611             0.00000             0.54549
       762             300.000             0.00000            11.62516             9.46207            21.08723                   -             0.00000             0.00000             0.00000             1.41081             0.00000             0.54047
       763             300.000             0.00000            11.62516             9.77211            21.39727                   -             0.00000             0.00000             0.00000             1.48934             0.00000             0.53665
       764             300.000             0.00000            11.62516            10.28014            21.90530                   -             0.00000             0.00000             0.00000             1.57376             0.00000             0.53455
       765             300.000             0.00000            11.62516            11.26877            22.89392                   -             0.00000             0.00000             0.00000             1.65142             0.00000             0.53441
       766             300.000             0.00000            11.62516            12.61017            24.23533                   -             0.00000             0.00000             0.00000             1.70765             0.00000             0.53624
       767             300.000             0.00000            11.62516            13.80039            25.42555                   -             0.00000             0.00000             0.00000             1.73029             0.00000             0.53982
       768             300.000             0.00000            11.62516            14.38152            26.00668                   -             0.00000             0.00000             0.00000             1.71641             0.00000             0.54469
       769             300.000             0.00000            11.62516            14.40335            26.02851                   -             0.00000             0.00000             0.00000             1.67578             0.00000             0.55004
       770             300.000             0.00000            11.62516            14.33770            25.96286                   -             0.00000             0.00000             0.00000             1.62416             0.00000             0.55501
       771             300.000             0.00000            11.62516            14.51372            26.13888                   -             0.00000             0.00000             0.00000             1.57344             0.00000             0.55891
       772             300.000             0.00000            11.62516            14.78983            26.41499                   -             0.00000             0.00000             0.00000             1.52864             0.00000             0.56150
       773             300.000             0.00000            11.62516            14.75200            26.37716                   -             0.00000             0.00000             0.00000             1.48982             0.00000             0.56296
       774             300.000             0.00000            11.62516            14.20125            25.82640                   -             0.00000             0.00000             0.00000             1.45485             0.00000             0.56389
       775             300.000             0.00000            11.62516            13.42822            25.05338                   -             0.00000             0.00000             0.00000             1.42158             0.00000             0.56498
       776             300.000             0.00000            11.62516            12.94118            24.56634                   -             0.00000             0.00000             0.00000             1.38900             0.00000             0.56667
       777             300.000             0.00000            11.62516            13.00755            24.63271                   -             0.00000             0.00000             0.00000             1.35704             0.00000             0.56904
       778             300.000             0.00000            11.62516            13.50158            25.12674                   -             0.00000             0.00000             0.00000             1.32620             0.00000             0.57186
       779             300.000             0.00000            11.62516            14.10322            25.72837                   -             0.00000             0.00000             0.00000             1.29748             0.00000             0.57473
       780             300.000             0.00000            11.62516            14.64325            26.26841                   -             0.00000             0.00000             0.00000             1.27220             0.00000             0.57720
       781             300.000             0.00000            11.62516            15.28735            26.91251                   -             0.00000             0.00000             0.00000             1.25140             0.00000             0.57884
       782             300.000             0.00000            11.62516            16.33131            27.95647                   -             0.00000             0.00000             0.00000             1.23515             0.00000             0.57947
       783             300.000             0.00000            11.62516            17.80130            29.42646                   -             0.00000             0.00000             0.00000             1.22254             0.00000             0.57919
       784             300.000             0.00000            11.62516            19.26554            30.89070                   -             0.00000             0.00000             0.00000             1.21219             0.00000             0.57851
       785             300.000             0.00000            11.62516            20.08629            31.71145                   -             0.00000             0.00000             0.00000             1.20290             0.00000             0.57821
