        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       185             111.001             0.00000            40.17724         -3612.50969         -3572.33245                  38
       186             111.601             0.00000            40.18475         -3611.78138         -3571.59663                   -
       187             112.201             0.00000            40.40067         -3610.16967         -3569.76900                   -
       188             112.801             0.00000            40.60494         -3608.20739         -3567.60245                   -
       189             113.401             0.00000            40.79207         -3606.94808         -3566.15601                   -
       190             114.001             0.00000            40.97157         -3606.48343         -3565.51185                  39
       191             114.601             0.00000            41.15824         -3605.92257         -3564.76434                   -
       192             115.201             0.00000            41.35607         -3604.98148         -3563.62541                   -
       193             115.801             0.00000            41.55822         -3604.54268         -3562.98447                   -
       194             116.401             0.00000            41.75991         -3605.21288         -3563.45297                   -
       195             117.001             0.00000            41.96683         -3606.14855         -3564.18172                  40
       196             117.601             0.00000            42.18821         -3606.21447         -3564.02626                   -
       197             118.201             0.00000            42.42511         -3605.66289         -3563.23778                   -
       198             118.801             0.00000            42.66552         -3605.71706         -3563.05154                   -
       199             119.401             0.00000            42.89462         -3606.72784         -3563.83322                   -
       200             120.001             0.00000            43.10940         -3607.71638         -3564.60698                  41
       201             120.601             0.00000            43.31651         -3608.00662         -3564.69011                   -
       202             121.201             0.00000            43.52281         -3608.21426         -3564.69145                   -
       203             121.801             0.00000            43.73220         -3609.13955         -3565.40735                   -
       204             122.401             0.00000            43.94685         -3610.40615         -3566.45930                   -
       205             123.001             0.00000            44.16851         -3610.97850         -3566.80999                  42
       206             123.601             0.00000            44.39872         -3610.61861         -3566.21989                   -
       207             124.201             0.00000            44.28836         -3610.00911         -3565.72075                   -
       208             124.801             0.00000            43.87604         -3609.62092         -3565.74487                   -
       209             125.401             0.00000            44.10675         -3609.14195         -3565.03520                   -
       210             126.001             0.00000            43.94946         -3608.17341         -3564.22395                  43
       211             126.601             0.00000            44.15318         -3606.91600         -3562.76283                   -
       212             127.201             0.00000            44.34115         -3605.79758         -3561.45644                   -
       213             127.801             0.00000            44.52149         -3604.89223         -3560.37074                   -
       214             128.401             0.00000            44.70174         -3604.07214         -3559.37040                   -
       215             129.001             0.00000            44.88309         -3603.39280         -3558.50971                  44
       216             129.601             0.00000            45.06479         -3602.90186         -3557.83707                   -
       217             130.201             0.00000            45.24951         -3602.35992         -3557.11041                   -
       218             130.801             0.00000            45.44139         -3601.62629         -3556.18490                   -
       219             131.401             0.00000            45.64142         -3601.05943         -3555.41802                   -
       220             132.001             0.00000            45.84717         -3600.98652         -3555.13934                  45
       221             132.601             0.00000            46.05629         -3600.98903         -3554.93274                   -
       222             133.201             0.00000            46.26786         -3600.42474         -3554.15688                   -
       223             133.801             0.00000            46.48028         -3599.54570         -3553.06542                   -
       224             134.401             0.00000            46.69113         -3599.30109         -3552.60996                   -
       225             135.001             0.00000            46.90074         -3599.88197         -3552.98124                  46
